,loss,acc,val_loss,val_acc
0,1.6084849834442139,0.6018750071525574,1.631932258605957,0.5774999856948853
1,1.2976151704788208,0.6100000143051147,1.6050142049789429,0.08812499791383743
2,1.1649972200393677,0.5881249904632568,1.3677994012832642,0.5862500071525574
3,1.082817554473877,0.6081249713897705,1.3236242532730103,0.574999988079071
4,1.019553542137146,0.6162499785423279,1.1936633586883545,0.581250011920929
5,1.044684886932373,0.5856249928474426,1.0302588939666748,0.5724999904632568
6,0.9668636918067932,0.6131250262260437,1.2850618362426758,0.5956249833106995
7,0.9533704519271851,0.6156250238418579,1.3908957242965698,0.5768749713897705
8,0.9239840507507324,0.612500011920929,7.0092453956604,0.574999988079071
9,0.9626266956329346,0.5806249976158142,2.273887872695923,0.5787500143051147
