epoch,loss,acc,val_loss,val_acc
0,1.2425864934921265,0.5756250023841858,175497.234375,0.5874999761581421
1,1.0287765264511108,0.6050000190734863,650.940673828125,0.5618749856948853
2,1.0394474267959595,0.5843750238418579,2.2089741230010986,0.5874999761581421
3,0.999595046043396,0.6056249737739563,1.0657398700714111,0.5843750238418579
4,0.9969989657402039,0.6212499737739563,1.0164316892623901,0.5831249952316284
5,1.0182644128799438,0.6000000238418579,2.708137273788452,0.5774999856948853
6,1.0026050806045532,0.5924999713897705,1.8101176023483276,0.5606250166893005
7,1.0063554048538208,0.5962499976158142,1.2076373100280762,0.574999988079071
8,1.0090919733047485,0.5837500095367432,1.0406018495559692,0.574999988079071
9,1.0065230131149292,0.5950000286102295,2.135042190551758,0.5912500023841858
10,1.0117586851119995,0.5881249904632568,1.4330873489379883,0.5793750286102295
11,0.9836570620536804,0.590624988079071,1.2138807773590088,0.5793750286102295
12,0.9916324019432068,0.609375,1.2170040607452393,0.2824999988079071
13,0.9856882691383362,0.5987499952316284,1.0284786224365234,0.5793750286102295
14,0.9991084933280945,0.6025000214576721,3.549133539199829,0.5924999713897705
15,1.0008525848388672,0.6056249737739563,1.0371999740600586,0.5687500238418579
16,0.9928284287452698,0.6006249785423279,1.0101009607315063,0.5724999904632568
17,0.9770786762237549,0.6037499904632568,1.0405670404434204,0.5662500262260437
18,0.9644094705581665,0.6075000166893005,1.010483741760254,0.5887500047683716
19,0.9761937856674194,0.5981249809265137,1.031419038772583,0.5774999856948853
20,0.9808893799781799,0.6118749976158142,1.2142057418823242,0.5737500190734863
21,0.9828317761421204,0.590624988079071,1.1652469635009766,0.5849999785423279
22,0.9909850358963013,0.5993750095367432,1.070702075958252,0.5874999761581421
23,0.9836516380310059,0.609375,1.0293208360671997,0.5724999904632568
24,0.9837733507156372,0.6118749976158142,1.0963188409805298,0.5849999785423279
25,1.0036883354187012,0.5787500143051147,1.089280128479004,0.5799999833106995
26,1.0036877393722534,0.5874999761581421,0.9984046816825867,0.5887500047683716
27,0.9632607102394104,0.609375,0.9813038110733032,0.5674999952316284
28,0.9660462737083435,0.5856249928474426,1.1276116371154785,0.5737500190734863
29,0.9384683966636658,0.6200000047683716,0.9587311744689941,0.574999988079071
30,0.9539039731025696,0.6056249737739563,0.9965354800224304,0.574999988079071
31,0.9858273863792419,0.5912500023841858,2.142084836959839,0.5912500023841858
32,0.9550363421440125,0.6068750023841858,12.980250358581543,0.5743749737739563
33,0.945237398147583,0.6087499856948853,1.4609425067901611,0.2631250023841858
34,0.9687747359275818,0.5987499952316284,1.5113873481750488,0.5687500238418579
35,0.9329836964607239,0.6112499833106995,1.037103295326233,0.5718749761581421
36,0.9192659854888916,0.6056249737739563,0.9355266690254211,0.5893750190734863
37,0.9197044968605042,0.6018750071525574,0.9037985801696777,0.6381250023841858
38,0.9155388474464417,0.606249988079071,1.0557608604431152,0.5731250047683716
39,0.9418036937713623,0.596875011920929,0.9836131930351257,0.5962499976158142
40,0.9152581691741943,0.6056249737739563,0.956794798374176,0.5587499737739563
41,0.913977861404419,0.6137499809265137,1.174751877784729,0.35624998807907104
42,0.908225953578949,0.6225000023841858,1.5375494956970215,0.5843750238418579
43,0.8986948132514954,0.640625,2.073122262954712,0.606249988079071
44,0.8451166749000549,0.6656249761581421,2.6793816089630127,0.5831249952316284
45,0.8546213507652283,0.6643750071525574,2.008375883102417,0.6000000238418579
46,0.8360772728919983,0.6756250262260437,2.793394088745117,0.5643749833106995
47,0.854420006275177,0.6731250286102295,2.005800724029541,0.6237499713897705
48,0.8657830953598022,0.6443750262260437,1.1801915168762207,0.6474999785423279
49,0.8599597215652466,0.6424999833106995,0.8412185907363892,0.6393749713897705
50,0.8395026326179504,0.6612499952316284,2.287417411804199,0.5756250023841858
51,0.8638915419578552,0.6518750190734863,1.677883505821228,0.590624988079071
52,0.8411214351654053,0.6468750238418579,1.2424644231796265,0.59375
53,0.831756591796875,0.6637499928474426,1.857701063156128,0.609375
54,0.828644871711731,0.6612499952316284,0.8592652678489685,0.6643750071525574
55,0.7996747493743896,0.6762499809265137,0.9376000165939331,0.6662499904632568
56,0.8280715346336365,0.6575000286102295,0.8585299849510193,0.6493750214576721
57,0.8301160931587219,0.671875,2.697361469268799,0.1756249964237213
58,0.7950941324234009,0.6875,0.9506027698516846,0.6600000262260437
59,0.7901817560195923,0.668749988079071,1.0446401834487915,0.5981249809265137
60,0.7613987922668457,0.6875,1.7649955749511719,0.6631249785423279
61,0.7804227471351624,0.6743749976158142,0.7846443057060242,0.684374988079071
62,0.7858502864837646,0.6762499809265137,1.4580174684524536,0.3362500071525574
63,0.8190545439720154,0.668749988079071,0.8022860884666443,0.6625000238418579
64,0.778184175491333,0.6756250262260437,0.9448383450508118,0.6612499952316284
65,0.780720055103302,0.6831250190734863,1.994260311126709,0.6168749928474426
66,0.7949493527412415,0.6650000214576721,0.8195358514785767,0.6312500238418579
67,0.7742865085601807,0.675000011920929,1.4933462142944336,0.653124988079071
68,0.758758008480072,0.6812499761581421,0.8695234656333923,0.6662499904632568
69,0.7820666432380676,0.6706249713897705,1.0302984714508057,0.6725000143051147
70,0.7914031744003296,0.6656249761581421,0.8107801079750061,0.6806250214576721
71,0.7780697345733643,0.6743749976158142,1.5478132963180542,0.46000000834465027
72,0.7608814239501953,0.6993749737739563,0.9991462230682373,0.6812499761581421
73,0.7795898914337158,0.6762499809265137,0.8679648041725159,0.6993749737739563
74,0.7867076396942139,0.6893749833106995,0.7626203298568726,0.6993749737739563
75,0.7530244588851929,0.6837499737739563,1.2293918132781982,0.4893749952316284
76,0.749647855758667,0.6837499737739563,0.7323833703994751,0.7237499952316284
77,0.7950845956802368,0.675000011920929,1.0508911609649658,0.581250011920929
78,0.7542954087257385,0.6812499761581421,1.433648943901062,0.42875000834465027
79,0.7384997606277466,0.6974999904632568,1.2656618356704712,0.637499988079071
80,0.7470526099205017,0.6856250166893005,0.7925369143486023,0.7049999833106995
81,0.7567399740219116,0.6825000047683716,0.9693763852119446,0.6118749976158142
82,0.7265678644180298,0.6962500214576721,1.1239066123962402,0.5418750047683716
83,0.7481580972671509,0.6887500286102295,0.7378824353218079,0.706250011920929
84,0.7438147068023682,0.684374988079071,0.8136391639709473,0.6856250166893005
85,0.715858519077301,0.7118750214576721,0.8072984218597412,0.6856250166893005
86,0.7414605617523193,0.6831250190734863,0.9169022440910339,0.5756250023841858
87,0.7276090383529663,0.6962500214576721,1.3265396356582642,0.3356249928474426
88,0.732583224773407,0.6943749785423279,1.974452018737793,0.2956250011920929
89,0.7192837595939636,0.7093750238418579,0.9004459977149963,0.7068750262260437
90,0.7427248954772949,0.6881250143051147,0.7139807343482971,0.7174999713897705
91,0.7225745916366577,0.6937500238418579,0.8625311851501465,0.6462500095367432
92,0.7446635365486145,0.690625011920929,1.2922348976135254,0.34062498807907104
93,0.7273788452148438,0.6968749761581421,1.0972820520401,0.35499998927116394
94,0.7443159222602844,0.6893749833106995,0.9174501895904541,0.7275000214576721
95,0.7326415777206421,0.7006250023841858,1.018654465675354,0.6256250143051147
96,0.7224188446998596,0.699999988079071,1.1210308074951172,0.6818749904632568
97,0.7054866552352905,0.7099999785423279,0.840984582901001,0.706250011920929
98,0.6929711103439331,0.7137500047683716,1.1589783430099487,0.690625011920929
99,0.7042789459228516,0.7074999809265137,0.7207963466644287,0.7124999761581421
100,0.7333335280418396,0.6949999928474426,0.7768791913986206,0.7049999833106995
101,0.6910392045974731,0.7256249785423279,0.6434388160705566,0.7350000143051147
102,0.705903172492981,0.7131249904632568,1.4391813278198242,0.43687498569488525
103,0.7013685703277588,0.7068750262260437,0.8704686760902405,0.6137499809265137
104,0.7241463661193848,0.6981250047683716,1.0390870571136475,0.5600000023841858
105,0.7377520799636841,0.6974999904632568,0.8871882557868958,0.6287500262260437
106,0.6803663372993469,0.7200000286102295,1.0039103031158447,0.37562501430511475
107,0.718742311000824,0.7143750190734863,1.1591180562973022,0.49562498927116394
108,0.7293470501899719,0.7087500095367432,0.7551229000091553,0.7325000166893005
109,0.6914512515068054,0.721875011920929,0.6634881496429443,0.7387499809265137
110,0.671367883682251,0.7331249713897705,0.6687331199645996,0.7412499785423279
111,0.675732433795929,0.7262499928474426,0.8083310723304749,0.6456249952316284
112,0.6672253608703613,0.715624988079071,0.8034300804138184,0.6893749833106995
113,0.7137652635574341,0.7162500023841858,1.1110587120056152,0.46812498569488525
114,0.6683728694915771,0.7162500023841858,0.7811425924301147,0.6868749856948853
115,0.6795710921287537,0.7368749976158142,0.8043561577796936,0.6587499976158142
116,0.7029269933700562,0.7162500023841858,1.3291946649551392,0.3331249952316284
117,0.6724450588226318,0.7231249809265137,1.0771605968475342,0.5768749713897705
118,0.6971078515052795,0.7193750143051147,0.6321874856948853,0.7493749856948853
119,0.705891489982605,0.7087500095367432,0.6322340369224548,0.737500011920929
120,0.6661825776100159,0.734375,1.1428735256195068,0.5537499785423279
121,0.7066763043403625,0.71875,0.8009324669837952,0.6768749952316284
122,0.7147383093833923,0.7093750238418579,0.7999782562255859,0.6856250166893005
123,0.6958029866218567,0.7143750190734863,0.7981188893318176,0.6499999761581421
124,0.669150710105896,0.7256249785423279,0.703525722026825,0.7406250238418579
125,0.6639155745506287,0.7212499976158142,0.698828935623169,0.7200000286102295
126,0.6949566006660461,0.7087500095367432,0.7507567405700684,0.6993749737739563
127,0.7113775014877319,0.7168750166893005,0.7143831849098206,0.7112500071525574
128,0.7082984447479248,0.6987500190734863,0.7042036652565002,0.7275000214576721
129,0.6883763670921326,0.7162500023841858,0.8753880858421326,0.715624988079071
130,0.6516859531402588,0.7225000262260437,0.9006936550140381,0.6293749809265137
131,0.6615830063819885,0.7193750143051147,0.6949489116668701,0.6949999928474426
132,0.66990065574646,0.7212499976158142,0.6957675814628601,0.7287499904632568
133,0.661325991153717,0.7243750095367432,0.6685344576835632,0.7137500047683716
134,0.6680172681808472,0.7331249713897705,0.8860111832618713,0.5762500166893005
135,0.6528598070144653,0.7350000143051147,0.6880031824111938,0.7049999833106995
136,0.6590627431869507,0.7400000095367432,0.6916906237602234,0.7331249713897705
137,0.6532760858535767,0.7250000238418579,0.643663763999939,0.7287499904632568
138,0.6636398434638977,0.7293750047683716,0.9086099863052368,0.7093750238418579
139,0.6901812553405762,0.7225000262260437,0.7055618762969971,0.7293750047683716
140,0.6669046878814697,0.7162500023841858,0.8059887886047363,0.7268750071525574
141,0.6656776666641235,0.7168750166893005,0.9332616925239563,0.6468750238418579
142,0.665569543838501,0.7268750071525574,0.7335162162780762,0.7262499928474426
143,0.6741795539855957,0.7231249809265137,1.1533663272857666,0.6043750047683716
144,0.6724045276641846,0.7162500023841858,0.6776341199874878,0.7262499928474426
145,0.6547255516052246,0.7300000190734863,0.7208126187324524,0.6868749856948853
146,0.6540669798851013,0.7450000047683716,0.6908120512962341,0.7250000238418579
147,0.6272695064544678,0.7462499737739563,0.6608894467353821,0.7243750095367432
148,0.6456699371337891,0.7475000023841858,1.5336205959320068,0.4137499928474426
149,0.6571863293647766,0.7431250214576721,0.6532314419746399,0.7462499737739563
150,0.659355878829956,0.7362499833106995,1.3493789434432983,0.3531250059604645
151,0.641724169254303,0.7300000190734863,1.202492117881775,0.40687501430511475
152,0.6862991452217102,0.7137500047683716,0.727874755859375,0.7212499976158142
153,0.6607648730278015,0.7200000286102295,0.7484254240989685,0.7300000190734863
154,0.6389241814613342,0.7593749761581421,0.700125515460968,0.7325000166893005
155,0.6481045484542847,0.7450000047683716,0.6502469778060913,0.7481250166893005
156,0.6426135301589966,0.7431250214576721,0.7009845972061157,0.7099999785423279
157,0.6323422789573669,0.7362499833106995,0.8182187676429749,0.6725000143051147
158,0.6530027985572815,0.7225000262260437,1.0232470035552979,0.6175000071525574
159,0.637003481388092,0.7524999976158142,0.8734118938446045,0.6862499713897705
160,0.6727104783058167,0.7243750095367432,0.7972944378852844,0.6575000286102295
161,0.6556978821754456,0.7400000095367432,1.3461936712265015,0.6725000143051147
162,0.6545796990394592,0.7387499809265137,0.9783399105072021,0.6656249761581421
163,0.6472241878509521,0.7287499904632568,0.7061970233917236,0.7281249761581421
164,0.6385585069656372,0.7512500286102295,0.749642014503479,0.7225000262260437
165,0.6289488077163696,0.7518749833106995,0.9121489524841309,0.6875
166,0.6151023507118225,0.7362499833106995,0.8193534016609192,0.6712499856948853
167,0.6327759027481079,0.7400000095367432,1.2744392156600952,0.5793750286102295
168,0.6302600502967834,0.7450000047683716,0.8038725256919861,0.7243750095367432
169,0.6399343013763428,0.7524999976158142,0.828529417514801,0.7106249928474426
170,0.6299663186073303,0.7381250262260437,0.6298200488090515,0.7562500238418579
171,0.6486074328422546,0.7350000143051147,1.410383701324463,0.5600000023841858
172,0.6285845041275024,0.7412499785423279,1.4869188070297241,0.5249999761581421
173,0.6400139331817627,0.7325000166893005,1.0404329299926758,0.4699999988079071
174,0.6194530129432678,0.7593749761581421,0.7071740031242371,0.7200000286102295
175,0.654274046421051,0.7393749952316284,1.4294079542160034,0.34937500953674316
176,0.6377360224723816,0.7443749904632568,2.071877956390381,0.33812499046325684
177,0.6397927403450012,0.7393749952316284,1.0348719358444214,0.6725000143051147
178,0.6577889919281006,0.7356250286102295,0.9292716979980469,0.5681250095367432
179,0.6147345304489136,0.762499988079071,0.6659817695617676,0.7350000143051147
180,0.6158141493797302,0.7612500190734863,0.686786413192749,0.7331249713897705
181,0.6079165935516357,0.7612500190734863,0.6304651498794556,0.7699999809265137
182,0.6134003400802612,0.768750011920929,2.114853858947754,0.3149999976158142
183,0.6165284514427185,0.7568749785423279,0.943376362323761,0.6212499737739563
184,0.6020994186401367,0.7612500190734863,0.8908435106277466,0.6362500190734863
185,0.6213634610176086,0.7618749737739563,1.1230069398880005,0.6037499904632568
186,0.6367073655128479,0.7543749809265137,0.7422732710838318,0.7124999761581421
187,0.6362968683242798,0.753125011920929,0.8869621753692627,0.6537500023841858
188,0.6432338953018188,0.7393749952316284,0.6863799095153809,0.7506250143051147
189,0.6215214729309082,0.7631250023841858,0.7076699137687683,0.7325000166893005
190,0.6363899111747742,0.7631250023841858,1.2773948907852173,0.6256250143051147
191,0.6156408786773682,0.7662500143051147,1.4665254354476929,0.5899999737739563
192,0.6238828301429749,0.7556250095367432,1.312281847000122,0.5550000071525574
193,0.604917049407959,0.7587500214576721,0.7389315962791443,0.7393749952316284
194,0.6506636142730713,0.737500011920929,0.7910891175270081,0.668749988079071
195,0.6154375672340393,0.765625,0.6505251526832581,0.7612500190734863
196,0.5979309678077698,0.7774999737739563,0.9627658128738403,0.5987499952316284
197,0.5702720880508423,0.7831249833106995,1.7932108640670776,0.35374999046325684
198,0.6058780550956726,0.7693750262260437,1.6371196508407593,0.31437501311302185
199,0.5897318124771118,0.7825000286102295,0.642500102519989,0.7918750047683716
